image_path,source_dataset,original_label,disease_name,class_id,split
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\061.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\275.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2529_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2860_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_150.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10278_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\396.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\375.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10321_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_22_8539479.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10781_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3309_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_192_8262976.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10135_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3244_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2218.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10772_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\236.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1318_right.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10748_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\446.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2953_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_200_8005975.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_3090.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10047_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10210_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_290_5672201.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_396_6097231.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_376_8893491.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_172_5595526.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1462_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11005_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\328.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3070_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\112.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_176_88942.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2680_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1094.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_368_3722136.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2456_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1318_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\156.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2046.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2213_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3379_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\cataract_004.png,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_40_4972458.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\2041_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10916_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3317_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\210.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10149_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3448_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1486_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1453.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_216_1547406.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\253.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10723_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\439.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2192_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1959.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3109_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3166_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_224_4837152.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\125_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2829_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2835_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_171_4736817.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10212_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11231_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2368.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\1146_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_654.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_47_787901.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2858_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_958.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_394_4972049.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1595.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\144.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2423_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\516.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2430.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10221_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2701.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_299_8359089.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2524_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11228_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2999.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10234_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10886_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_311_3993772.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_174_2373322.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2394_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2437_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_764.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_116_5760701.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10303_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2789_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2693.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2763_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1271_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2611.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2627_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1965_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10116_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_227_1163752.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1700.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2775_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10017_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_387_449073.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2367_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3083_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11159_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_18_2435759.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2515_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11317_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2518_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2660_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_356_8261086.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\057.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\580.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_965.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_571.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\cataract_002.png,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1254.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1710.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_271_8149720.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2529_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\168.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\025.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1210_right.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1232_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2857_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_11_7116915.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3113_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_780.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_595.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2435_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2540_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2694.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1957.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2225_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_14_7805520.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2659_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1002.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\522.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10787_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_768.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10610_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_402_8604384.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2168_left.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11448_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\594.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_386_4269538.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_055.png,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3405_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10920_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2110_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_341_3030606.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3059_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10284_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10941_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2232_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_273_9043733.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\155.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_3124.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_29_5190417.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10674_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\387.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\cataract_019.png,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1218.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_200.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2609_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1504.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_179_3417628.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_196_9338682.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2209_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2149.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1215_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3150_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_306_8888195.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_43_2637980.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_3085.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_339_9106724.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_199.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10042_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\626.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_205_1775772.jpg,Eye Disease detection,cataract,Cataract,1,train
